sku,fetch_date,price,carat,cut,color,clarity,depth,tableth,girdle,symmetry,polish,culet,fluorescence,length,width,height,lnwdthratio,shape,pricePerCarat,certLab,certPresent
LD02661544,01/07/2012,1816,0.5,Very Good,I,VVS1,63.3,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.05,5.02,3.19,1.01,RD,3632,GIA,"true"
LD02729740,11/08/2012,3799,0.7,Ideal,G,VVS1,62,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.69,5.67,3.52,1,RD,5427,GIA,"true"
LD02717748,05/08/2012,1045,0.44,Ideal,D,VS2,62.3,56,Medium to Slightly Thick,Very Good,Excellent,None,Faint,4.85,4.9,3.04,1.01,RD,2375,GIA,"true"
LD02701871,27/07/2012,2083,0.5,Very Good,D,VS2,61.9,56,Very Thin to Slightly Thick,Very Good,Very Good,None,None,5.14,5.1,3.17,1.01,RD,4166,GIA,"true"
LD02679249,24/07/2012,727,0.32,Signature Ideal,H,VVS2,60.6,57,Medium to Medium,Excellent,Excellent,None,None,4.41,4.44,2.68,1.01,RD,2272,GIA,"true"
LD02682704,14/07/2012,13660,1.5,Ideal,H,VS2,61.9,58,Thin to Slightly Thick,Excellent,Excellent,None,None,7.29,7.35,4.53,1.01,RD,9107,GIA,"true"
LD02734601,18/08/2012,2181,0.5,Ideal,G,VVS1,61.4,56,Thin to Medium,Excellent,Excellent,None,None,5.13,5.15,3.15,1,RD,4362,GIA,"true"
LD02712099,02/08/2012,3555,0.93,Very Good,G,VS2,69,64,Medium to Very Thick,Very Good,Very Good,None,None,5.94,5.38,3.71,1.1,CU,3823,GIA,"true"
LD02730964,14/08/2012,6031,0.85,Ideal,E,VVS2,62.4,58,Slightly Thick to Slightly Thick,Excellent,Excellent,None,Faint,6,6.05,3.76,1.01,RD,7095,GIA,"true"
LD02652929,02/07/2012,2200,0.5,Very Good,G,VVS1,64.4,55,Slightly Thick to Slightly Thick,Excellent,Very Good,None,None,5,4.98,3.21,1,RD,4400,GIA,"true"
LD02706084,29/07/2012,3177,0.61,Ideal,F,VVS1,61.9,59,Medium to Slightly Thick,Excellent,Excellent,None,None,5.44,5.41,3.35,1.01,RD,5208,GIA,"true"
LD02733862,15/08/2012,1337,0.51,Ideal,H,SI1,62.4,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.11,5.08,3.18,1.01,RD,2622,GIA,"true"
LD02760837,29/08/2012,424,0.31,Very Good,D,SI2,59.9,59,Medium to Slightly Thick,Excellent,Excellent,None,None,4.43,4.41,2.65,1,RD,1368,GIA,"true"
LD02661351,01/07/2012,2682,0.7,Ideal,H,SI1,61.5,57,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.72,5.69,3.51,1.01,RD,3831,GIA,"true"
LD02739247,19/08/2012,1385,0.5,Very Good,J,VVS1,63.3,55,Slightly Thick to Thick,Excellent,Very Good,None,None,5.03,5.01,3.18,1,RD,2770,GIA,"true"
LD02710770,03/08/2012,1316,0.4,Signature Ideal,E,VVS2,61.5,57,Medium to Medium,Excellent,Excellent,None,None,4.74,4.77,2.93,1.01,RD,3290,GIA,"true"
LD02728689,11/08/2012,1344,0.44,Ideal,G,VVS1,60.8,58,Medium to Slightly Thick,Excellent,Excellent,None,None,4.9,4.93,2.99,1.01,RD,3055,GIA,"true"
LD02689107,18/07/2012,911,0.51,Ideal,J,SI2,62.2,57,Medium to Slightly Thick,Very Good,Excellent,None,None,5.15,5.1,3.18,1.01,RD,1786,GIA,"true"
LD02673313,10/07/2012,3126,0.72,Ideal,F,SI1,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.71,5.75,3.57,1.01,RD,4342,GIA,"true"
LD02651973,10/07/2012,1345,0.4,Ideal,D,VS1,61.6,58,Medium to Slightly Thick,Excellent,Excellent,None,None,4.73,4.75,2.92,1,RD,3363,GIA,"true"
LD02764607,30/08/2012,14382,2.25,Very Good,J,VVS2,62.2,70,Medium to Very Thick,Good,Very Good,None,None,8.77,7.03,4.37,1.25,RA,6392,GIA,"true"
LD02699289,22/08/2012,1141,0.45,Very Good,E,VS2,62.7,57,Medium to Slightly Thick,Very Good,Very Good,Pointed,None,4.89,4.87,3.06,1,RD,2536,GIA,"true"
LD02750970,25/08/2012,460,0.3,Ideal,E,SI1,61.1,60,Medium to Slightly Thick,Excellent,Very Good,None,None,4.31,4.29,2.63,1,RD,1533,GIA,"true"
LD02675969,11/07/2012,736,0.3,Very Good,D,VS1,58.7,59,Medium to Slightly Thick,Very Good,Good,None,None,4.36,4.39,2.57,1.01,RD,2453,GIA,"false"
LD02712454,02/08/2012,11922,1.72,Very Good,G,VS1,63.2,69,Extremely Thin to Slightly Thick,Good,Good,Small,None,7.73,6.38,4.03,1.21,EC,6931,GIA,"true"
LD02667514,06/07/2012,22435,1.65,Ideal,E,VS2,61.7,58,Medium to Medium,Excellent,Excellent,None,None,7.56,7.6,4.68,1.01,RD,13597,GIA,"true"
LD02734383,15/08/2012,9652,1.23,Ideal,G,VS1,61.4,57,Medium to Medium,Excellent,Excellent,None,None,6.9,6.91,4.24,1,RD,7847,GIA,"true"
LD02747113,23/08/2012,3981,1.01,Good,H,SI2,81.3,79,Slightly Thick to Thick,Very Good,Very Good,None,None,5.2,5.17,4.2,1.01,PR,3942,GIA,"true"
LD02698690,24/07/2012,10599,1.04,Ideal,F,VVS1,62.4,57,Medium to Medium,Excellent,Excellent,None,Strong,6.49,6.46,4.04,1,RD,10191,GIA,"true"
LD02686621,17/07/2012,1223,0.5,Very Good,E,SI2,63.9,55,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.02,4.99,3.2,1.01,RD,2446,GIA,"true"
LD02672963,10/07/2012,8783,1,Very Good,D,VS2,63.8,57,Slightly Thick to Thick,Excellent,Excellent,None,None,6.28,6.32,4.02,1.01,RD,8783,GIA,"true"
LD02761699,29/08/2012,2641,0.7,Good,E,SI1,60.2,64,Medium to Very Thick,Very Good,Excellent,None,Faint,5.69,5.66,3.42,1.01,RD,3773,GIA,"true"
LD02728269,10/08/2012,4469,1.02,Very Good,J,VS2,75,73,Medium to Thick,Very Good,Very Good,None,None,5.5,5.48,4.11,1,PR,4381,GIA,"false"
LD02767067,01/09/2012,3435,1.02,Good,J,VS1,69.4,58,Medium to Very Thick,Very Good,Excellent,None,None,5.91,5.42,3.76,1.09,CU,3368,GIA,"true"
LD02696673,22/07/2012,619,0.31,Ideal,E,VS2,62.4,55,Medium to Slightly Thick,Excellent,Excellent,None,None,4.36,4.34,2.72,1,RD,1997,GIA,"true"
LD02725915,10/08/2012,1174,0.47,Ideal,I,VS1,61.4,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.01,5.03,3.08,1,RD,2498,GIA,"true"
LD02713950,03/08/2012,36316,2.02,Ideal,F,VS2,61.4,59,Medium to Medium,Excellent,Excellent,None,None,8.1,8.17,5,1.01,RD,17978,GIA,"true"
LD02684541,16/07/2012,5884,0.72,Ideal,D,VVS1,58.7,60,Medium to Medium,Excellent,Excellent,None,None,5.92,5.88,3.46,1.01,RD,8172,GIA,"true"
LD02761800,29/08/2012,500,0.3,Ideal,E,SI1,59.9,60,Thin to Medium,Excellent,Excellent,None,None,4.38,4.36,2.62,1,RD,1667,GIA,"true"
LD02678977,13/07/2012,200938,3.03,Good,D,IF,68.6,55,Medium to Extremely Thick,Good,Good,Small,None,12.03,7.75,5.32,1.55,PS,66316,GIA,"false"
LD02712630,02/08/2012,421,0.3,Ideal,I,VS2,59.5,60,Medium to Slightly Thick,Very Good,Very Good,None,Faint,4.35,4.39,2.6,1.01,RD,1403,GIA,"true"
LD02718866,06/08/2012,16807,2.01,Ideal,I,SI1,60.6,59,Medium to Slightly Thick,Excellent,Excellent,None,None,8.13,8.16,4.94,1,RD,8362,GIA,"false"
LD02707045,31/07/2012,6929,1.01,Very Good,H,VS1,63.6,56,Slightly Thick to Thick,Very Good,Excellent,None,Faint,6.32,6.28,4.01,1.01,RD,6860,GIA,"true"
LD02740854,21/08/2012,1141,0.46,Very Good,H,VS1,63.7,56,Slightly Thick to Thick,Excellent,Excellent,None,Faint,4.86,4.84,3.09,1,RD,2480,GIA,"true"
LD02762307,29/08/2012,2418,0.61,Ideal,H,VVS2,60.7,57,Thin to Thin,Excellent,Excellent,None,None,5.52,5.55,3.36,1.01,RD,3964,GIA,"true"
LD02681921,14/07/2012,3509,0.75,Ideal,G,VS2,61.9,57,Medium to Medium,Excellent,Excellent,None,None,5.82,5.85,3.61,1.01,RD,4679,GIA,"true"
LD02749441,24/08/2012,12568,1.51,Very Good,H,VS1,63.1,60,Medium to Thick,Excellent,Very Good,None,None,7.25,7.23,4.57,1,RD,8323,GIA,"true"
LD02729745,11/08/2012,2807,0.53,Ideal,E,VVS1,61.1,57,Medium to Medium,Excellent,Excellent,None,None,5.28,5.26,3.22,1,RD,5296,GIA,"true"
LD02716916,04/08/2012,3028,0.64,Ideal,G,VVS2,62.2,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.52,5.48,3.42,1.01,RD,4731,GIA,"true"
LD02710395,01/08/2012,1076,0.51,Good,H,VS1,72.2,79,Thin to Thick,Very Good,Very Good,None,None,4.47,4.42,3.19,1.01,PR,2110,GIA,"true"
LD02764596,30/08/2012,14326,2.02,Very Good,H,SI2,63.3,73,Medium to Slightly Thick,Good,Very Good,None,None,8.14,6.9,4.37,1.18,RA,7092,GIA,"true"
LD02718250,05/08/2012,1865,0.6,Very Good,E,SI1,58.2,61,Thin to Slightly Thick,Very Good,Very Good,Small,Medium Blue,5.49,5.53,3.21,1.01,RD,3108,GIA,"true"
LD02665239,21/07/2012,956,0.38,Good,E,VVS2,59.8,59,Medium to Thick,Good,Good,None,None,4.67,4.64,2.78,1.01,RD,2516,GIA,"true"
LD02676554,11/07/2012,4267,0.7,Ideal,E,VS1,59.7,61,Thin to Slightly Thick,Excellent,Excellent,None,None,5.77,5.75,3.44,1,RD,6096,GIA,"true"
LD02613207,07/07/2012,2575,0.53,Very Good,G,IF,61.9,57,Medium to Slightly Thick,Excellent,Excellent,Very Small,None,5.19,5.17,3.2,1,RD,4858,GIA,"true"
LD02759549,28/08/2012,864,0.3,Ideal,D,VVS1,61.2,60,Thin to Medium,Excellent,Excellent,None,None,4.33,4.31,2.64,1,RD,2880,GIA,"true"
LD02765797,31/08/2012,584,0.4,Very Good,J,SI1,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.7,4.68,2.94,1,RD,1460,GIA,"true"
LD02690235,18/07/2012,5048,0.9,Very Good,D,SI1,63.7,56,Slightly Thick to Thick,Excellent,Very Good,None,None,6.1,6.06,3.88,1.01,RD,5609,GIA,"true"
LD02691646,19/07/2012,5387,1.01,Very Good,G,SI2,63.1,58,Medium to Slightly Thick,Excellent,Excellent,None,None,6.36,6.33,4,1,RD,5334,GIA,"true"
LD02734775,16/08/2012,2879,0.72,Very Good,D,SI1,63.1,58,Medium to Thick,Very Good,Excellent,None,Faint,5.67,5.64,3.57,1.01,RD,3999,GIA,"true"
LD02762646,29/08/2012,1065,0.46,Good,D,VVS2,67.4,56,Slightly Thick to Very Thick,Very Good,Good,None,Faint,5.63,4.31,2.91,1.31,OV,2315,GIA,"true"
LD02747864,24/08/2012,3943,1.02,Good,I,VS2,80,79,Thick to Thick,Good,Excellent,None,None,5.56,5.13,4.1,1.08,PR,3866,GIA,"true"
LD02713988,03/08/2012,35358,2.01,Ideal,F,VS2,61,56,Medium to Slightly Thick,Very Good,Very Good,None,None,8.12,8.16,4.97,1,RD,17591,GIA,"true"
LD02724437,11/08/2012,930,0.51,Ideal,J,SI1,61.9,55,Thin to Medium,Excellent,Excellent,None,Faint,5.12,5.15,3.18,1.01,RD,1824,GIA,"true"
LD02707588,31/07/2012,2909,0.7,Ideal,E,SI1,60.8,58,Thin to Slightly Thick,Very Good,Very Good,None,None,5.77,5.7,3.49,1.01,RD,4156,GIA,"true"
LD02749608,24/08/2012,990,0.5,Very Good,G,VS2,73.1,78,Thin to Slightly Thick,Very Good,Very Good,None,None,4.63,4.29,3.14,1.08,PR,1980,GIA,"true"
LD02672652,09/07/2012,10804,1.3,Ideal,G,VS2,59.9,60,Medium to Medium,Excellent,Excellent,None,None,7.11,7.13,4.27,1,RD,8311,GIA,"true"
LD02643927,10/07/2012,435,0.3,Good,F,VS2,59.8,59,Slightly Thick to Thick,Very Good,Excellent,None,None,4.32,4.35,2.59,1.01,RD,1450,GIA,"true"
LD02705110,28/07/2012,2687,0.7,Ideal,E,SI2,61.7,56,Thin to Medium,Excellent,Excellent,None,None,5.7,5.73,3.52,1.01,RD,3839,GIA,"true"
LD02659103,30/06/2012,6846,1.2,Ideal,H,SI2,61.5,59,Medium to Slightly Thick,Excellent,Excellent,None,None,6.85,6.83,4.21,1,RD,5705,GIA,"true"
LD02670237,07/07/2012,1282,0.54,Ideal,H,SI2,61.1,58,Medium to Slightly Thick,Excellent,Excellent,None,None,5.25,5.24,3.2,1,RD,2374,GIA,"true"
LD02701607,26/07/2012,9740,1.52,Very Good,I,VS2,73.8,74,Medium to Slightly Thick,Very Good,Excellent,None,None,6.3,6.24,4.6,1.01,PR,6408,GIA,"true"
LD02708689,31/07/2012,6639,1.2,Good,H,VS2,69.7,66,Medium to Thick,Very Good,Excellent,None,None,5.93,5.8,4.04,1.02,CU,5533,GIA,"true"
LD02676492,11/07/2012,1288,0.52,Ideal,H,SI1,61.9,57,Medium to Slightly Thick,Excellent,Very Good,None,None,5.15,5.14,3.18,1,RD,2477,GIA,"true"
LD02622797,30/06/2012,612,0.3,Ideal,E,VS1,60,58,Medium to Medium,Excellent,Excellent,None,None,4.37,4.34,2.61,1.01,RD,2040,GIA,"true"
LD02658348,07/07/2012,863,0.32,Very Good,F,IF,62.5,57,Medium to Slightly Thick,Very Good,Excellent,None,None,4.37,4.39,2.74,1,RD,2697,GIA,"true"
LD02760757,28/08/2012,2291,0.54,Ideal,E,VS1,62.3,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.19,5.22,3.24,1.01,RD,4243,GIA,"true"
LD02679204,13/07/2012,6799,1.21,Ideal,H,SI2,62.7,57,Medium to Slightly Thick,Excellent,Excellent,None,Faint,6.81,6.78,4.26,1,RD,5619,GIA,"true"
LD02643996,10/07/2012,827,0.3,Very Good,E,IF,59.9,62,Medium to Slightly Thick,Excellent,Very Good,None,None,4.31,4.35,2.6,1.01,RD,2757,GIA,"true"
LD02686840,17/07/2012,8899,1.1,Ideal,G,VS2,61,61,Medium to Slightly Thick,Excellent,Excellent,None,None,6.66,6.61,4.05,1.01,RD,8090,GIA,"true"
LD02670383,07/07/2012,4386,0.9,Very Good,G,VS2,62.8,58,Slightly Thick to Thick,Good,Excellent,None,None,6.12,6.09,3.84,1,RD,4873,GIA,"true"
LD02717543,05/08/2012,1185,0.52,Very Good,D,SI2,64.5,56,Slightly Thick to Thick,Excellent,Excellent,None,Strong,5.05,5.07,3.26,1,RD,2279,GIA,"true"
LD02693334,20/07/2012,1853,0.57,Ideal,H,VS1,61.2,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.32,5.36,3.27,1.01,RD,3251,GIA,"true"
LD02750922,25/08/2012,460,0.3,Ideal,E,SI1,60.5,60,Medium to Slightly Thick,Very Good,Very Good,None,None,4.34,4.32,2.62,1,RD,1533,GIA,"true"
LD02677450,12/07/2012,411,0.23,Ideal,F,VS2,60.1,56,Thin to Medium,Excellent,Excellent,None,None,4.03,3.99,2.41,1.01,RD,1787,GIA,"true"
LD02651408,10/07/2012,724,0.3,Ideal,D,VS1,62.9,56,Medium to Slightly Thick,Very Good,Excellent,None,None,4.26,4.29,2.69,1.01,RD,2413,GIA,"true"
LD02704802,28/07/2012,1538,0.58,Ideal,I,VS1,60.4,59,Medium to Medium,Excellent,Excellent,None,None,5.42,5.4,3.27,1,RD,2652,GIA,"true"
LD02738761,18/08/2012,4099,0.7,Very Good,F,VVS1,62,60,Thick to Thick,Good,Very Good,None,None,5.6,5.62,3.48,1,RD,5856,GIA,"true"
LD02745252,23/08/2012,2380,0.5,Ideal,F,VVS1,61.5,57,Medium to Medium,Excellent,Excellent,Pointed,None,5.11,5.1,3.14,1,RD,4760,GIA,"true"
LD02689889,19/07/2012,3819,0.9,Ideal,J,VS1,62.4,57,Medium to Slightly Thick,Excellent,Excellent,None,Faint,6.16,6.13,3.83,1,RD,4243,GIA,"true"
LD02734046,15/08/2012,1498,0.62,Very Good,D,SI1,66.9,61,Thick to Thick,Very Good,Excellent,None,None,4.84,4.77,3.19,1.01,AS,2416,GIA,"false"
LD02761660,29/08/2012,2093,0.8,Very Good,J,SI1,63.3,60,Medium to Thick,Excellent,Excellent,None,Strong,5.86,5.83,3.7,1.01,RD,2616,GIA,"true"
LD02694002,21/07/2012,623,0.37,Very Good,G,SI1,62.9,58,Thin to Slightly Thick,Excellent,Excellent,None,Faint,4.53,4.55,2.86,1,RD,1684,GIA,"true"
LD02628065,30/06/2012,3619,0.8,Ideal,G,SI1,61,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.98,6,3.65,1,RD,4524,GIA,"true"
LD02524619,11/07/2012,1883,0.51,Signature Ideal,G,VS2,61.6,56,Thin to Medium,Excellent,Excellent,None,None,5.19,5.15,3.18,1.01,RD,3692,GIA,"true"
LD02712409,02/08/2012,2601,0.8,Very Good,J,VVS2,74.4,66,Medium to Slightly Thick,Excellent,Excellent,None,None,5.1,4.98,3.71,1.02,PR,3251,GIA,"true"
LD02687689,18/07/2012,13970,1.52,Very Good,G,VVS2,72.9,69,Slightly Thick to Slightly Thick,Very Good,Excellent,None,None,6.47,6.35,4.63,1.02,PR,9191,GIA,"true"
LD02656498,07/07/2012,1030,0.4,Very Good,F,VVS2,64.4,59,Slightly Thick to Thick,Very Good,Very Good,None,None,4.59,4.62,2.97,1.01,RD,2575,GIA,"true"
LD02710476,10/08/2012,8766,1.17,Very Good,F,VS1,59.4,57,Medium to Very Thick,Good,Very Good,None,None,8.59,5.96,3.54,1.44,OV,7492,GIA,"true"
LD02723775,09/08/2012,1291,0.5,Ideal,G,SI1,61.9,56,Medium to Slightly Thick,Very Good,Excellent,None,Faint,5.09,5.11,3.15,1,RD,2582,GIA,"true"
LD02658537,30/06/2012,753,0.42,Ideal,G,SI1,61.9,57,Medium to Slightly Thick,Very Good,Very Good,None,Strong,4.83,4.81,2.98,1,RD,1793,GIA,"true"
LD02717067,14/08/2012,5036,0.81,Signature Ideal,G,VS2,61.9,56,Thin to Medium,Excellent,Excellent,None,None,5.97,6,3.7,1.01,RD,6217,GIA,"true"
LD02666592,05/07/2012,1342,0.52,Ideal,J,VS1,62.3,57,Medium to Slightly Thick,Excellent,Very Good,None,None,5.15,5.12,3.2,1.01,RD,2581,GIA,"true"
LD02599916,01/07/2012,4109,0.7,Very Good,D,VS1,63.9,54,Slightly Thick to Thick,Excellent,Excellent,None,None,5.62,5.58,3.58,1.01,RD,5870,GIA,"true"
LD02743071,22/08/2012,548,0.32,Ideal,E,SI1,61.6,57,Medium to Medium,Excellent,Excellent,None,None,4.41,4.39,2.71,1,RD,1713,GIA,"true"
LD02658102,07/07/2012,474,0.3,Very Good,F,SI1,61.8,55,Medium to Slightly Thick,Very Good,Excellent,None,None,4.28,4.33,2.66,1.01,RD,1580,GIA,"true"
LD02686930,17/07/2012,1296,0.5,Good,F,SI1,65,57,Slightly Thick to Thick,Excellent,Excellent,None,None,4.98,4.94,3.23,1.01,RD,2592,GIA,"true"
LD02685525,17/07/2012,2435,0.7,Ideal,I,VS2,62.8,55,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.62,5.66,3.54,1.01,RD,3479,GIA,"true"
LD02739632,19/08/2012,2353,0.7,Very Good,F,SI2,62,59,Slightly Thick to Thick,Very Good,Very Good,None,None,5.64,5.63,3.49,1,RD,3361,GIA,"true"
LD02711014,02/08/2012,6358,1.07,Very Good,H,VS1,72.9,67,Slightly Thick to Slightly Thick,Excellent,Excellent,None,Faint,5.61,5.6,4.08,1,PR,5942,GIA,"true"
LD02671921,08/07/2012,1159,0.5,Very Good,F,SI2,64.2,56,Slightly Thick to Thick,Excellent,Excellent,None,Faint,4.99,4.95,3.19,1.01,RD,2318,GIA,"true"
LD02705431,28/07/2012,1363,0.4,Ideal,E,VS2,61.7,55,Thin to Thin,Excellent,Excellent,None,None,4.78,4.76,2.94,1,RD,3408,GIA,"true"
LD02601426,01/07/2012,1488,0.5,Good,F,VS2,64.4,55,Slightly Thick to Very Thick,Good,Very Good,None,None,4.96,4.93,3.19,1.01,RD,2976,GIA,"true"
LD02729920,11/08/2012,618,0.31,Ideal,F,VS1,61.5,57,Thin to Medium,Excellent,Excellent,None,None,4.37,4.4,2.7,1.01,RD,1994,GIA,"true"
LD02668375,21/07/2012,672,0.31,Very Good,D,VS2,60.7,57,Medium to Thick,Very Good,Very Good,None,None,4.39,4.37,2.66,1,RD,2168,GIA,"true"
LD02710368,01/08/2012,963,0.46,Very Good,D,VS1,70.9,78,Thin to Thick,Good,Very Good,None,None,4.48,4.22,2.99,1.06,PR,2093,GIA,"true"
LD02639954,01/07/2012,1162,0.31,Ideal,D,IF,62.2,58,Medium to Slightly Thick,Very Good,Excellent,Pointed,None,4.33,4.31,2.68,1,RD,3748,GIA,"true"
LD02679117,13/07/2012,8172,0.9,Ideal,F,VVS1,59.5,59,Medium to Medium,Very Good,Excellent,None,None,6.27,6.3,3.74,1,RD,9080,GIA,"true"
LD02711296,01/08/2012,1364,0.5,Very Good,H,VS2,62.1,61,Slightly Thick to Thick,Very Good,Excellent,None,Faint,5.04,5.05,3.13,1,RD,2728,GIA,"true"
LD02702981,27/07/2012,5890,1.01,Ideal,H,VS2,62.6,57,Medium to Slightly Thick,Excellent,Excellent,None,Strong,6.43,6.4,4.02,1,RD,5832,GIA,"true"
LD02747008,23/08/2012,489,0.3,Ideal,G,VS2,61.5,57,Medium to Slightly Thick,Excellent,Excellent,None,None,4.33,4.29,2.65,1.01,RD,1630,GIA,"true"
LD02716516,04/08/2012,602,0.31,Ideal,F,VS1,62,57,Thin to Medium,Excellent,Excellent,None,Faint,4.38,4.35,2.71,1.01,RD,1942,GIA,"true"
LD02725667,10/08/2012,2266,0.5,Very Good,G,VVS1,64.6,56,Medium to Slightly Thick,Very Good,Excellent,None,None,4.94,5,3.21,1.01,RD,4532,GIA,"true"
LD02662946,03/07/2012,3553,0.56,Very Good,D,IF,70.7,68,Medium to Medium,Excellent,Excellent,None,None,4.61,4.56,3.23,1.01,PR,6345,GIA,"true"
LD02738386,18/08/2012,15809,1.57,Ideal,H,VVS2,62.5,58,Medium to Slightly Thick,Excellent,Excellent,None,Faint,7.43,7.38,4.63,1.01,RD,10069,GIA,"true"
LD02707987,31/07/2012,3424,0.9,Very Good,G,SI2,64,57,Slightly Thick to Thick,Very Good,Very Good,None,None,6.02,6.1,3.88,1.01,RD,3804,GIA,"true"
LD02656756,11/07/2012,772,0.32,Ideal,G,VVS1,60.2,58,Medium to Medium,Excellent,Excellent,None,None,4.45,4.47,2.69,1,RD,2413,GIA,"true"
LD02726574,10/08/2012,1430,0.54,Ideal,I,VS2,62.4,56,Medium to Slightly Thick,Excellent,Excellent,None,Faint,5.21,5.19,3.24,1,RD,2648,GIA,"true"
LD02693060,21/07/2012,665,0.4,Ideal,I,VS2,62.4,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.7,4.73,2.94,1.01,RD,1663,GIA,"true"
LD02747141,23/08/2012,458,0.3,Ideal,F,SI2,60.3,60,Medium to Slightly Thick,Excellent,Very Good,None,None,4.37,4.36,2.63,1,RD,1527,GIA,"true"
LD02724962,09/08/2012,1402,0.51,Ideal,D,SI2,61.4,56,Thin to Medium,Excellent,Excellent,None,None,5.13,5.16,3.16,1.01,RD,2749,GIA,"true"
LD02680276,14/07/2012,880,0.33,Ideal,F,IF,61.3,58,Medium to Medium,Excellent,Excellent,None,None,4.47,4.45,2.74,1,RD,2667,GIA,"true"
LD02611951,01/07/2012,553,0.3,Ideal,H,VS1,62.5,56,Medium to Medium,Excellent,Excellent,None,None,4.29,4.26,2.67,1.01,RD,1843,GIA,"true"
LD02698741,24/07/2012,12698,1.56,Very Good,D,SI1,63.7,53,Slightly Thick to Very Thick,Very Good,Very Good,None,None,10.06,6.21,3.96,1.62,PS,8140,GIA,"true"
LD02690295,18/07/2012,5941,1.05,Very Good,G,VS1,68.2,60,Medium to Extremely Thick,Very Good,Very Good,None,None,6.04,5.47,3.73,1.1,CU,5658,GIA,"true"
LD02707749,31/07/2012,3962,1,Very Good,E,SI2,66.9,68,Very Thick to Very Thick,Very Good,Very Good,None,Faint,6.63,4.75,3.18,1.4,EC,3962,GIA,"true"
LD02696311,21/07/2012,1761,0.52,Ideal,H,VS1,62.1,57,Medium to Slightly Thick,Excellent,Excellent,None,None,5.17,5.14,3.2,1.01,RD,3387,GIA,"true"
LD02761185,29/08/2012,1195,0.41,Ideal,F,VVS2,59.9,59,Medium to Medium,Excellent,Excellent,Pointed,None,4.85,4.82,2.89,1.01,RD,2915,GIA,"true"
LD02763697,30/08/2012,1598,0.5,Very Good,F,VS2,63.9,55,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.02,4.99,3.2,1.01,RD,3196,GIA,"true"
LD02731793,14/08/2012,2232,0.7,Ideal,J,VS1,62.7,55,Medium to Medium,Excellent,Excellent,None,None,5.69,5.65,3.55,1.01,RD,3189,GIA,"true"
LD02689822,18/07/2012,8772,1.04,Ideal,G,VS1,61.2,58,Medium to Slightly Thick,Excellent,Excellent,None,None,6.53,6.5,3.99,1,RD,8435,GIA,"true"
LD02736563,17/08/2012,5055,1,Very Good,F,VS1,58.8,63,Thick to Very Thick,Good,Very Good,None,None,7.33,4.69,2.76,1.56,EC,5055,GIA,"true"
LD02739403,19/08/2012,4732,0.8,Very Good,G,VVS2,63,57,Slightly Thick to Slightly Thick,Excellent,Excellent,None,None,5.89,5.86,3.7,1.01,RD,5915,GIA,"true"
LD02658241,11/07/2012,514,0.32,Ideal,J,VVS1,62,56,Medium to Slightly Thick,Excellent,Excellent,None,None,4.37,4.39,2.72,1,RD,1606,GIA,"true"
LD02692027,19/07/2012,2333,0.51,Very Good,E,VVS2,64.2,57,Thin to Thick,Excellent,Excellent,None,None,5,4.98,3.21,1,RD,4575,GIA,"true"
LD02724485,09/08/2012,5967,1.01,Very Good,E,VS2,62.3,57,Slightly Thick to Very Thick,Very Good,Excellent,None,None,8.39,5.68,3.54,1.48,PS,5908,GIA,"true"
LD02657510,11/07/2012,1624,0.43,Ideal,D,VVS1,62.2,57,Medium to Slightly Thick,Excellent,Excellent,None,Faint,4.81,4.84,3,1.01,RD,3777,GIA,"true"
LD02702698,27/07/2012,1355,0.54,Ideal,H,SI1,62.8,56,Medium to Slightly Thick,Excellent,Excellent,None,None,5.21,5.19,3.27,1,RD,2509,GIA,"true"
LD02706649,29/07/2012,3991,0.91,Very Good,H,SI1,63.5,57,Slightly Thick to Thick,Very Good,Excellent,None,None,6.1,6.06,3.86,1.01,RD,4386,GIA,"true"
LD02708677,31/07/2012,5499,1.01,Very Good,G,VVS2,72.3,76,Thin to Medium,Very Good,Excellent,None,Medium Blue,5.73,5.53,4,1.04,PR,5445,GIA,"true"
LD02750341,24/08/2012,9943,1.52,Good,H,VS2,75.7,66,Medium to Slightly Thick,Very Good,Excellent,None,None,6.31,6.07,4.6,1.04,PR,6541,GIA,"true"
LD02701272,22/08/2012,2858,0.56,Ideal,D,VVS2,61.9,57,Medium to Slightly Thick,Excellent,Excellent,Pointed,None,5.3,5.28,3.27,1,RD,5104,GIA,"true"
